,from,date,job_id,job_title,job_company,job_location,job_link,job_type,job_skills,job_edu,job_major,job_keywords
17,Monster,07/20/2017,4641bf87-8303-4b8f-bc0f-edd5fc6361c3,Senior Data Scientist-Customer Engagement and Experience,Cigna,"Raleigh, NC",http://job-openings.monster.com/monster/4641bf87-8303-4b8f-bc0f-edd5fc6361c3,[],"['R', 'SQL', 'Python', 'SAS', 'Java', 'Hadoop']",['MS'],"['Statistics', 'Machine Learning', 'Quantitative']",['Regression']
18,Monster,07/20/2017,6b58c409-0c91-4fbc-9161-47954c314af5,Merchandise Data Scientist,Advance Auto Parts,"Raleigh, NC",http://job-openings.monster.com/monster/6b58c409-0c91-4fbc-9161-47954c314af5,[],"['R', 'SQL', 'Python', 'SPSS', 'Java', 'Excel', 'Hadoop']",['MS'],"['Computer Science', 'Statistics']",['Classification']
19,Monster,07/20/2017,885664a2-8340-4611-a429-cc84c34410a1,Analytical Consultant / Data Scientist - Advanced Analytics,SAS,"Cary, NC",http://job-openings.monster.com/monster/885664a2-8340-4611-a429-cc84c34410a1,[],"['Python', 'SAS', 'Java', 'Hadoop']",['MS'],"['Computer Science', 'Statistics', 'Math', 'Quantitative']",[]
20,Monster,07/20/2017,a2ca05f8-e61b-4380-833c-d5cfef73f2bf,Hadoop Integration Data Scientist with Lifescale Analytics,North Carolina Interviews,"Raleigh, NC",http://job-openings.monster.com/monster/a2ca05f8-e61b-4380-833c-d5cfef73f2bf,[],"['SQL', 'Python', 'Java', 'Hadoop', 'MapReduce']",[],[],['Big Data']
21,Monster,07/20/2017,9b4454ee-ad59-4e12-9d61-2eedd536bcda,Senior Data Scientist,"MetLife, Inc.","Cary, NC",http://job-openings.monster.com/monster/9b4454ee-ad59-4e12-9d61-2eedd536bcda,[],"['R', 'Python', 'Java', 'Hadoop', 'Spark', 'Hive', 'NoSQL']",[],"['Computer Science', 'Machine Learning']",['Big Data']
22,Monster,07/20/2017,a9b3cd97-f001-478d-924c-a06d2395a90f,Cognitive Business Analyst ?  Data Scientist,IBM,"Raleigh, NC",http://job-openings.monster.com/monster/a9b3cd97-f001-478d-924c-a06d2395a90f,[],"['R', 'SQL', 'Python', 'Spark']",['BS'],"['Computer Science', 'Economics', 'Engineering']",['Big Data']
23,Monster,07/20/2017,21055276-a9bc-4228-90c0-9bf410952b45,Principal Data Scientist - Machine Learning,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/21055276-a9bc-4228-90c0-9bf410952b45,[],"['R', 'Python', 'Java', 'Hadoop', 'Spark', 'MapReduce']",[],"['Statistics', 'Math', 'Machine Learning', 'Biostatistics', 'Quantitative']","['Regression', 'Time Series']"
24,Monster,07/20/2017,6648f5fd-830e-4eeb-9c63-baf961139f0f,"Sr. Analytical Consultant / Data Scientist - (Fraud, Financial, Banking)",SAS,"Cary, NC",http://job-openings.monster.com/monster/6648f5fd-830e-4eeb-9c63-baf961139f0f,[],['SAS'],['MS'],"['Computer Science', 'Statistics', 'Math', 'Quantitative']",[]
25,Monster,07/20/2017,3b6e562a-4e11-4461-9533-09d03925fa8c,Data Scientist - Manufacturing with CyberCoders,North Carolina Interviews,"Raleigh, NC",http://job-openings.monster.com/monster/3b6e562a-4e11-4461-9533-09d03925fa8c,[],"['Python', 'Java', 'Hadoop']",[],['Machine Learning'],[]
26,Monster,07/20/2017,426f7953-ca02-4ce8-b161-69acf62a8a0c,Senior Data Scientist,"MetLife, Inc.","Cary, NC",http://job-openings.monster.com/monster/426f7953-ca02-4ce8-b161-69acf62a8a0c,[],"['R', 'Python', 'Java', 'Hadoop', 'Spark', 'Hive', 'NoSQL']",[],"['Computer Science', 'Machine Learning']",['Big Data']
27,Monster,07/20/2017,7582f34f-6ea1-464e-8e7c-12d3c87af41d,Senior Data Scientist - Machine Learning,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/7582f34f-6ea1-464e-8e7c-12d3c87af41d,[],"['R', 'Python', 'Java', 'Hadoop', 'Spark', 'MapReduce']",[],"['Statistics', 'Math', 'Machine Learning', 'Biostatistics', 'Quantitative']","['Regression', 'Time Series']"
28,Monster,07/20/2017,ca01db2a-44ca-473f-a3df-9091f891c366,Data Scientist - Speech-to-Text NLP,SAS,"Cary, NC",http://job-openings.monster.com/monster/ca01db2a-44ca-473f-a3df-9091f891c366,[],"['Python', 'SAS', 'C++', 'C', 'Java', 'Hadoop']",['PhD'],"['Computer Science', 'Math', 'Machine Learning', 'Engineering', 'Artificial Intelligence']",[]
29,Monster,07/20/2017,1afa7e6f-b36e-4ae1-bbd3-322fa28e425a,Senior Data Scientist - Machine Learning,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/1afa7e6f-b36e-4ae1-bbd3-322fa28e425a,[],"['R', 'Python', 'Java', 'Hadoop', 'Spark', 'MapReduce']",[],"['Statistics', 'Math', 'Machine Learning', 'Biostatistics', 'Quantitative']","['Regression', 'Time Series']"
30,Monster,07/20/2017,ba14a302-f817-41c6-b4d5-601a663a3e7f,Data Scientist - Speech-to-Text NLP with SAS Institute,North Carolina Interviews,"Cary, NC",http://job-openings.monster.com/monster/ba14a302-f817-41c6-b4d5-601a663a3e7f,[],"['Python', 'SAS', 'C++', 'C', 'JavaScript']",['PhD'],"['Computer Science', 'Math', 'Machine Learning', 'Engineering', 'Artificial Intelligence']",[]
31,Monster,07/20/2017,03042bda-044a-4aab-8dea-0a6804efcb70,Director of Data Science and Analytics,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/03042bda-044a-4aab-8dea-0a6804efcb70,[],[],[],['Computer Science'],[]
32,Monster,07/20/2017,e00f2ab7-ebac-451f-a937-071240084ee7,"VP of Data Sciences, AI, Machine Learning - Durham, NC",Huff Consulting,"Durham, NC",http://job-openings.monster.com/monster/e00f2ab7-ebac-451f-a937-071240084ee7,['Part-Time'],"['R', 'SQL', 'Python', 'Matlab']",[],"['Computer Science', 'Statistics', 'Math', 'Machine Learning', 'Economics', 'Engineering', 'Artificial Intelligence', 'Quantitative']",['Time Series']
33,Monster,07/20/2017,e9c9f14e-37f3-4426-92aa-7adedf148823,Data Science Manager-Predictive Analytics & Customer Algorithm Development,Cigna,"Raleigh, NC",http://job-openings.monster.com/monster/e9c9f14e-37f3-4426-92aa-7adedf148823,[],"['R', 'MySQL', 'SQL', 'Python', 'SAS', 'Java', 'Tableau', 'Hadoop', 'Spark', 'Hive', 'NoSQL']","['MS', 'PhD']","['Computer Science', 'Statistics', 'Math', 'Machine Learning', 'Quantitative']",[]
34,Monster,07/20/2017,685bf5cb-a7db-4cb0-97e9-d2ba78233486,Assistant/Associate/Full Professor - Sociotechnical Data Science,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/685bf5cb-a7db-4cb0-97e9-d2ba78233486,[],[],"['BS', 'MS']","['Statistics', 'Machine Learning']",[]
35,Monster,07/20/2017,cf8f547d-fbe8-47e8-9bf7-99282b85b5d5,Data Science Intern - Summer 2018,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/cf8f547d-fbe8-47e8-9bf7-99282b85b5d5,['Part-Time'],"['R', 'Python', 'GIS']","['MS', 'PhD']","['Statistics', 'Math', 'Math', 'Machine Learning', 'Engineering', 'Bioinformatics', 'Quantitative']",[]
36,Monster,07/20/2017,363084c0-7fdd-44e5-afb4-a52a4f57ec0b,Director of Data Science and Analytics,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/363084c0-7fdd-44e5-afb4-a52a4f57ec0b,[],"['R', 'Python', 'C++', 'C', 'Java', 'Hadoop', 'Spark']",['MS'],"['Computer Science', 'Machine Learning', 'Engineering']",['Big Data']
37,Monster,07/20/2017,00c2a515-d93b-4106-83e0-63340d79c2f9,Director of Data Science,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/00c2a515-d93b-4106-83e0-63340d79c2f9,[],"['SQL', 'Python', 'C++', 'Java', 'Spark', 'Scala']",['BS'],"['Computer Science', 'Statistics', 'Math', 'Engineering', 'Quantitative']","['Classification', 'Real Time']"
38,Monster,07/20/2017,b91b49e7-771b-4bd4-b8a2-94d4395b08ae,Assistant/Associate/Full Professor - Sociotechnical Data Science,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/b91b49e7-771b-4bd4-b8a2-94d4395b08ae,[],[],"['BS', 'MS']","['Statistics', 'Machine Learning']",[]
39,Monster,07/20/2017,0807d43d-4afc-41d3-9d81-66ba571046f0,Data Science Intern - Summer 2018,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/0807d43d-4afc-41d3-9d81-66ba571046f0,['Part-Time'],"['R', 'Python', 'GIS']",['PhD'],"['Statistics', 'Math', 'Math', 'Machine Learning', 'Engineering', 'Bioinformatics', 'Quantitative']",[]
40,Monster,07/20/2017,773135d0-2365-408e-9429-050209ffa609,Pentair Fellow: Visualization and Data Science Instruction,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/773135d0-2365-408e-9429-050209ffa609,[],"['R', 'Python', 'SPSS', 'Excel', 'Tableau', 'Stata']",['BS'],['Machine Learning'],[]
41,Monster,07/20/2017,cfd5043b-2cd1-4bc9-bf48-272f1c23a6e8,Director of Data Science,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/cfd5043b-2cd1-4bc9-bf48-272f1c23a6e8,[],"['SQL', 'Python', 'C', 'Java', 'Spark', 'Scala']",['BS'],"['Computer Science', 'Statistics', 'Math', 'Engineering', 'Quantitative']","['Classification', 'Real Time']"
42,Monster,07/20/2017,356f4bd1-441b-4d5c-87a0-7fe7884bbb0e,Data Architect,Duke University,"Durham, NC",http://job-openings.monster.com/monster/356f4bd1-441b-4d5c-87a0-7fe7884bbb0e,[],['SQL'],['BS'],[],[]
43,Monster,07/20/2017,62d6dd52-72e2-48b7-8f11-cd7d6d16e494,"Software Engineer, Applied Research",Vista Equity Partners,"Durham, NC",http://job-openings.monster.com/monster/62d6dd52-72e2-48b7-8f11-cd7d6d16e494,[],"['Python', 'Java']","['MS', 'PhD']","['Computer Science', 'Math', 'Machine Learning', 'Software Engineering', 'Engineering', 'Quantitative']",[]
44,Monster,07/20/2017,c44dad42-0752-4b51-bbb6-7f4a6c95833a,Digital Solutions Sales Manager,CDK Global,"Durham, NC",http://job-openings.monster.com/monster/c44dad42-0752-4b51-bbb6-7f4a6c95833a,[],[],[],[],[]
45,Monster,07/20/2017,38f8867f-5cd6-404e-a47b-c9bd0ec4a24e,Senior Data Engineer,Blue Cross and Blue Shield of North Carolina,"Durham, NC",http://job-openings.monster.com/monster/38f8867f-5cd6-404e-a47b-c9bd0ec4a24e,[],"['R', 'Linux', 'SQL', 'Python', 'Excel', 'Tableau', 'AWS', 'Hadoop', 'Hive']",['MS'],"['Computer Science', 'Engineering', 'Quantitative']",['Big Data']
46,Monster,07/20/2017,08c94e91-338c-4c42-934d-6fb5fe90deb3,Director Healthcare Analytics,Lumeris,"Durham, NC",http://job-openings.monster.com/monster/08c94e91-338c-4c42-934d-6fb5fe90deb3,[],"['R', 'SQL', 'Python', 'SPSS', 'SAS']",['MS'],['Math'],"['Big Data', 'Real Time']"
47,Monster,07/20/2017,d9d82133-77ea-43ab-80d7-194578460273,"Software Engineer, Applied Research",Automated Insights,"Durham, NC",http://job-openings.monster.com/monster/d9d82133-77ea-43ab-80d7-194578460273,[],['Python'],"['MS', 'PhD']","['Computer Science', 'Math', 'Machine Learning', 'Software Engineering', 'Engineering', 'Quantitative']",[]
48,Monster,07/20/2017,07487189-41df-462c-9562-6061e5446163,BUSINESS OPERATIONS ANALYST - SURGICAL SERVICES SUPPORT,UNC Health Care,"Chapel Hill, NC",http://job-openings.monster.com/monster/07487189-41df-462c-9562-6061e5446163,[],"['SQL', 'Excel']","['BS', 'MS']",[],[]
49,Monster,07/20/2017,9bdd5133-8413-465f-90c4-722db4ce50a3,"Development Tester, Solutions Integration Testing",SAS,"Cary, NC",http://job-openings.monster.com/monster/9bdd5133-8413-465f-90c4-722db4ce50a3,[],"['Unix', 'SQL', 'SAS']",['BS'],"['Computer Science', 'Quantitative']",['User Experience']
50,Monster,07/20/2017,6119008f-5dd5-45c3-a970-a12a8e55d924,"Software Engineer - Java, Hadoop, Scala and Machine Learning (plus)",Deutsche Bank,"Cary, NC",http://job-openings.monster.com/monster/6119008f-5dd5-45c3-a970-a12a8e55d924,['Full-Time'],"['Python', 'Java', 'Excel', 'Hadoop', 'Spark', 'Scala']",[],"['Machine Learning', 'Software Engineering', 'Engineering']",['Big Data']
51,Monster,07/20/2017,ffac6452-3723-4de5-b53b-c822c6775564,Lead Data Analyst/Data Warehouse Architect with Seven Seven Softwares,North Carolina Interviews,"Raleigh, NC",http://job-openings.monster.com/monster/ffac6452-3723-4de5-b53b-c822c6775564,[],['SQL'],[],[],[]
52,Monster,07/20/2017,7e9974bb-a3b0-473c-a6b8-13858e4ae9ef,"Junior Developer - Global Graduate Program (Raleigh, North Carolina, US)",Voith,"Raleigh, NC",http://job-openings.monster.com/monster/7e9974bb-a3b0-473c-a6b8-13858e4ae9ef,['Contract'],"['Linux', 'Python', 'Java', 'Hadoop', 'Spark', 'HBase', 'Cassandra', 'Mahout']",[],"['Computer Science', 'Math', 'Physics', 'Machine Learning', 'Engineering']","['Classification', 'Big Data']"
53,Monster,07/20/2017,ea2fe29f-3512-4001-9fce-de8cee44e3de,Renewals Strategy Manager,Red Hat,"Raleigh, NC",http://job-openings.monster.com/monster/ea2fe29f-3512-4001-9fce-de8cee44e3de,[],['Linux'],['MBA'],['Quantitative'],[]
54,Monster,07/20/2017,5d2b1986-29e9-4dd5-99d9-8c64df3b0c2e,Project Manager / Clinical Research Studies (Contract),ProPhase,"Raleigh, NC",http://job-openings.monster.com/monster/5d2b1986-29e9-4dd5-99d9-8c64df3b0c2e,['Contract'],[],[],[],[]
55,Monster,07/20/2017,ede56076-cdcc-47c3-8cb2-46d526572ee5,"Associate Partner, Analytics - Healthcare & Life Sciences",IBM,"Raleigh, NC",http://job-openings.monster.com/monster/ede56076-cdcc-47c3-8cb2-46d526572ee5,[],"['R', 'SQL', 'SPSS']",[],"['Math', 'Machine Learning']",['Time Series']
56,Monster,07/20/2017,ab0954d4-5fa1-4556-a589-d2b19c673342,Technical Product Owner,Stratford Solutions Inc,"Raleigh, NC",http://job-openings.monster.com/monster/ab0954d4-5fa1-4556-a589-d2b19c673342,"['Full-Time', 'Contract']",[],"['MS', 'MS']","['Computer Science', 'Engineering', 'Quantitative']",[]
57,Monster,07/20/2017,f4a78200-9fe4-4588-a379-eba61d174739,Business Operations Analyst - Surgical services Support,UNC Health Care Systems,"Chapel Hill, NC",http://job-openings.monster.com/monster/f4a78200-9fe4-4588-a379-eba61d174739,[],"['SQL', 'Excel']","['BS', 'MS']",[],[]
58,Monster,07/20/2017,77ce20b6-f98c-4d1d-a36d-8c0ff1d5dc57,Quality Risk Specialist,PPD,"Morrisville, NC",http://job-openings.monster.com/monster/77ce20b6-f98c-4d1d-a36d-8c0ff1d5dc57,[],"['R', 'Python', 'Excel']","['BS', 'MS']","['Math', 'Machine Learning', 'Quantitative']",[]
59,Monster,07/20/2017,2e9af836-4350-478c-bf2b-0a4438d33132,Director of Design,Pendo,"Raleigh, NC",http://job-openings.monster.com/monster/2e9af836-4350-478c-bf2b-0a4438d33132,[],['Spark'],[],[],[]
60,Monster,07/20/2017,f896d2f8-e9a0-47c3-aaab-d10cfa5b32aa,Senior Data Developer (ETL/AWS Lambda) (Relocate to Seattle),"Webtellect, LLC","Raleigh, NC",http://job-openings.monster.com/monster/f896d2f8-e9a0-47c3-aaab-d10cfa5b32aa,[],"['SQL', 'Excel', 'AWS']",['BS'],"['Computer Science', 'Math', 'Software Engineering', 'Engineering']",[]
61,Monster,07/20/2017,1e715a99-0ead-453f-92f8-6167b93dfd9c,Sr. Digital Systems Architect Manager *,3M Companies,"Raleigh, NC",http://job-openings.monster.com/monster/1e715a99-0ead-453f-92f8-6167b93dfd9c,[],"['Java', 'AWS', 'Azure']",['MS'],"['Computer Science', 'Machine Learning', 'Engineering']",['Big Data']
62,Monster,07/20/2017,1606fb65-a7a4-4b3d-94df-5eb95f0ed465,FP/A Technical Analyst,Advance Auto Parts,"Raleigh, NC",http://job-openings.monster.com/monster/1606fb65-a7a4-4b3d-94df-5eb95f0ed465,[],"['R', 'SQL', 'Python', 'SAS', 'Tableau']",['MS'],"['Math', 'Machine Learning', 'Economics']",[]
63,Monster,07/20/2017,639380e5-5ff5-4700-bc0c-c46199a26eb2,Postdoctoral Research Associate,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/639380e5-5ff5-4700-bc0c-c46199a26eb2,[],[],[],[],[]
64,Monster,07/20/2017,82a0e8da-718c-46ac-8e63-c19333a7273e,Clinical Research Coordinator - Peds,Duke University,"Durham, NC",http://job-openings.monster.com/monster/82a0e8da-718c-46ac-8e63-c19333a7273e,[],[],['BS'],[],[]
65,Monster,07/20/2017,618ecf9a-daa5-4c73-a630-a82fc35bbee1,"Software Engineer, Applied Research - Durham, NC",Vista Equity Partners,"Durham, NC",http://job-openings.monster.com/monster/618ecf9a-daa5-4c73-a630-a82fc35bbee1,[],[],[],"['Software Engineering', 'Engineering']",[]
66,Monster,07/20/2017,8beb52e3-6f44-4c47-a7d3-73a0a9617e61,BUSINESS OPERATIONS ANALYST - DIAGNOSTIC CARDIAC SERVICES,UNC Health Care,"Chapel Hill, NC",http://job-openings.monster.com/monster/8beb52e3-6f44-4c47-a7d3-73a0a9617e61,[],"['SQL', 'Excel']",['MS'],[],[]
67,Monster,07/20/2017,f2cf3462-97cf-4c43-814c-b7397002fbd9,"DBA Manager - DB2 DBA @ Cary,NC with Capgemini",North Carolina Interviews,"Cary, NC",http://job-openings.monster.com/monster/f2cf3462-97cf-4c43-814c-b7397002fbd9,[],['SQL'],[],['Engineering'],[]
68,Monster,07/20/2017,af049e26-3c26-4ec3-9d73-b17b88d042e3,Technical Product Owner,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/af049e26-3c26-4ec3-9d73-b17b88d042e3,[],[],"['BS', 'MS', 'MS']","['Computer Science', 'Engineering', 'Quantitative']",[]
69,Monster,07/20/2017,f8f1f959-1112-4134-ac6d-097c317e7c6f,Vice President - Enterprise Data and Analytics,Red Hat,"Raleigh, NC",http://job-openings.monster.com/monster/f8f1f959-1112-4134-ac6d-097c317e7c6f,[],['Linux'],['MS'],[],[]
70,Monster,07/20/2017,50c99c3d-4eb5-450d-b5bf-ed7dcabb54ae,Quality Risk Specialist,PPD,"Morrisville, NC",http://job-openings.monster.com/monster/50c99c3d-4eb5-450d-b5bf-ed7dcabb54ae,[],"['R', 'Python', 'Excel']","['BS', 'MS']","['Math', 'Machine Learning', 'Quantitative']",[]
71,Monster,07/20/2017,fb68be20-4f6b-47ba-b4ae-5e1829ed25a0,Strategy Consultant,IBM,"Raleigh, NC",http://job-openings.monster.com/monster/fb68be20-4f6b-47ba-b4ae-5e1829ed25a0,['Contract'],[],"['BS', 'MS']",[],['Big Data']
72,Monster,07/20/2017,12159258-d458-4b83-b5ec-8baa38123d8e,Business Operations Analyst - Diagnostic Cardiac services,UNC Health Care Systems,"Chapel Hill, NC",http://job-openings.monster.com/monster/12159258-d458-4b83-b5ec-8baa38123d8e,[],"['SQL', 'Excel']",[],[],[]
73,Monster,07/20/2017,f8f977d1-047c-4c38-83a9-d360d55e9ed5,Research Statistician Developer,SAS,"Cary, NC",http://job-openings.monster.com/monster/f8f977d1-047c-4c38-83a9-d360d55e9ed5,[],"['SAS', 'C++', 'C', 'Java']",['PhD'],"['Computer Science', 'Statistics', 'Math', 'Physics', 'Machine Learning', 'Bioinformatics']",['Regression']
74,Monster,07/20/2017,005c0f8f-231f-4a7f-90a4-d1110ad9bb08,Technical Financial Analyst (multi-levels available),Advance Auto Parts,"Raleigh, NC",http://job-openings.monster.com/monster/005c0f8f-231f-4a7f-90a4-d1110ad9bb08,[],"['SQL', 'Python', 'SAS', 'JavaScript', 'Tableau', 'Perl']","['BS', 'MS']","['Computer Science', 'Math', 'Machine Learning', 'Engineering']",[]
75,Monster,07/20/2017,e8096040-ed2a-4096-bb80-90f515998b3e,Junior Developer - Global Graduate Program,Voith,"Raleigh, NC",http://job-openings.monster.com/monster/e8096040-ed2a-4096-bb80-90f515998b3e,['Contract'],"['SQL', 'Python', 'C#', 'Java', 'Hadoop', 'Spark', 'HBase', 'Cassandra', 'Mahout']",[],"['Computer Science', 'Math', 'Physics', 'Machine Learning', 'Engineering']","['Classification', 'Big Data']"
76,Monster,07/20/2017,f07f8b85-efef-4670-8ac1-86265dff49f4,Bioinformatician I,Duke University,"Durham, NC",http://job-openings.monster.com/monster/f07f8b85-efef-4670-8ac1-86265dff49f4,[],"['R', 'Unix', 'Linux', 'Python', 'C++', 'C', 'MongoDB', 'Scala']","['BS', 'BS', 'MS', 'MS']","['Computer Science', 'Statistics', 'Math', 'Physics', 'Machine Learning', 'Biostatistics', 'Bioinformatics', 'Quantitative']",[]
77,Monster,07/20/2017,e62b90b5-06ee-4e94-9c6f-d39a28eb2a2b,DATA ANALYST - ANESTHESIOLOGY,UNC Health Care,"Chapel Hill, NC",http://job-openings.monster.com/monster/e62b90b5-06ee-4e94-9c6f-d39a28eb2a2b,[],['SQL'],[],['Computer Science'],[]
78,Monster,07/20/2017,d5eb4a1d-4a53-40f1-9a18-bda53439eb04,Open Rank Tenure Track Faculty,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/d5eb4a1d-4a53-40f1-9a18-bda53439eb04,[],[],[],[],[]
79,Monster,07/20/2017,947201d0-a485-45ee-bcef-574f010072ee,Data Analyst with Robert Half Technology,North Carolina Interviews,"Raleigh, NC",http://job-openings.monster.com/monster/947201d0-a485-45ee-bcef-574f010072ee,[],"['Microsoft SQL server', 'SQL', 'C#', 'Java', 'HBase']",[],['Computer Science'],[]
80,Monster,07/20/2017,0ce53f67-c2e7-453c-8656-3c5ba8edd6ec,Watson Health - Life Sciences Account Executive RWE Solution Sales,IBM,"Raleigh, NC",http://job-openings.monster.com/monster/0ce53f67-c2e7-453c-8656-3c5ba8edd6ec,['Contract'],[],"['MS', 'PhD']","['Machine Learning', 'Economics']",['Big Data']
81,Monster,07/20/2017,17f476fd-d684-45a1-a150-d4542d446f9c,Data Analyst - Anesthesiology,UNC Health Care Systems,"Chapel Hill, NC",http://job-openings.monster.com/monster/17f476fd-d684-45a1-a150-d4542d446f9c,[],['SQL'],['BS'],['Computer Science'],[]
82,Monster,07/20/2017,f9e2fee5-d58f-4db7-ac00-133229af97a8,Technical Product Owner,Maxpoint Interactive,"Morrisville, NC",http://job-openings.monster.com/monster/f9e2fee5-d58f-4db7-ac00-133229af97a8,[],[],"['MS', 'MS']","['Computer Science', 'Engineering', 'Quantitative']",[]
83,Monster,07/20/2017,6ca6774f-743f-487a-85d9-b3d46bedb854,Renewals Strategy Manager,Red Hat,"Raleigh, NC",http://job-openings.monster.com/monster/6ca6774f-743f-487a-85d9-b3d46bedb854,[],['Linux'],['MBA'],['Quantitative'],[]
84,Monster,07/20/2017,ae2d7f25-c24e-48e2-ba47-cdfe0bfb2035,"VP, Enterprise Analytics",Advance Auto Parts,"Raleigh, NC",http://job-openings.monster.com/monster/ae2d7f25-c24e-48e2-ba47-cdfe0bfb2035,[],['Java'],[],"['Statistics', 'Math', 'Quantitative']",[]
85,Monster,07/20/2017,d3f3ac54-6e29-4201-a772-5e4642a72617,"Analyst, IT, Sr - Sr. Automation Engineer",Duke University,"Durham, NC",http://job-openings.monster.com/monster/d3f3ac54-6e29-4201-a772-5e4642a72617,[],"['Linux', 'MySQL', 'Python', 'JavaScript', 'Ruby']",['BS'],"['Computer Science', 'Statistics', 'Math', 'Quantitative']",[]
86,Monster,07/20/2017,9042643a-cb81-4fd9-9ab5-ab0ecfccd3b9,REPORTING SOLUTIONS MANAGER - INPATIENT - ENTERPRISE ANALYTICS,UNC Health Care,"Chapel Hill, NC",http://job-openings.monster.com/monster/9042643a-cb81-4fd9-9ab5-ab0ecfccd3b9,[],[],[],[],[]
87,Monster,07/20/2017,cabe6fda-50d0-4db4-af44-7fbfbd939076,Lecturer,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/cabe6fda-50d0-4db4-af44-7fbfbd939076,"['Full-Time', 'Full-Time', 'Part-Time']",[],[],['Computer Science'],[]
88,Monster,07/20/2017,8f0f8d6a-4b80-4f9e-86df-3a7663bd060b,Data Warehouse Architect with Martin Marietta,North Carolina Interviews,"Raleigh, NC",http://job-openings.monster.com/monster/8f0f8d6a-4b80-4f9e-86df-3a7663bd060b,[],['SQL'],[],[],['Big Data']
89,Monster,07/20/2017,a26a68d4-94d8-4fc0-a735-9e6324adf2e0,Watson Health - Life Sciences Account Executive RWE Solution Sales,IBM,"Raleigh, NC",http://job-openings.monster.com/monster/a26a68d4-94d8-4fc0-a735-9e6324adf2e0,['Contract'],[],"['MS', 'PhD']","['Machine Learning', 'Economics']",['Big Data']
90,Monster,07/20/2017,96d9667d-4d90-443b-b162-41d7772ba3c2,reporting solutions Manager - Inpatient - Enterprise analytics,UNC Health Care Systems,"Chapel Hill, NC",http://job-openings.monster.com/monster/96d9667d-4d90-443b-b162-41d7772ba3c2,[],[],"['BS', 'MS']",[],[]
91,Monster,07/20/2017,33686018-d595-40d9-a496-426d7cb6e4cb,Vice President - Enterprise Data and Analytics,Red Hat,"Raleigh, NC",http://job-openings.monster.com/monster/33686018-d595-40d9-a496-426d7cb6e4cb,[],"['Linux', 'Java']",['MS'],[],[]
92,Monster,07/20/2017,b014474b-b657-4d82-aa0d-ff2fd07edad4,"Analyst, IT, Sr - Network Programmer",Duke University,"Durham, NC",http://job-openings.monster.com/monster/b014474b-b657-4d82-aa0d-ff2fd07edad4,[],"['Linux', 'MySQL', 'Python', 'JavaScript', 'Ruby']","['BS', 'MS']","['Computer Science', 'Statistics', 'Math', 'Engineering', 'Biostatistics', 'Quantitative']",[]
93,Monster,07/20/2017,a80c8ef0-fbe1-4ed1-8c0b-94d90b7eecc4,REPORTING SOLUTIONS MANAGER - QUALITY - ENTERPRISE ANALYTICS,UNC Health Care,"Chapel Hill, NC",http://job-openings.monster.com/monster/a80c8ef0-fbe1-4ed1-8c0b-94d90b7eecc4,[],[],[],[],[]
94,Monster,07/20/2017,aa21bbe0-ac52-4f1e-b959-64d13c1f1868,Postdoctoral Research Associate - Informatics,The University of North Carolina,"Chapel Hill, NC",http://job-openings.monster.com/monster/aa21bbe0-ac52-4f1e-b959-64d13c1f1868,[],[],[],['Bioinformatics'],[]
95,Monster,07/20/2017,8e0c04be-a3ca-4dcc-99c9-fb1d19d949a9,Oracle DBA with Atyeti,North Carolina Interviews,"Raleigh, NC",http://job-openings.monster.com/monster/8e0c04be-a3ca-4dcc-99c9-fb1d19d949a9,[],"['Unix', 'Linux', 'SQL', 'HBase']",[],[],[]
96,Monster,07/20/2017,2c34dec0-e22a-4fed-b0a9-ee1ba70c8b38,Strategy Consultant,IBM,"Raleigh, NC",http://job-openings.monster.com/monster/2c34dec0-e22a-4fed-b0a9-ee1ba70c8b38,['Contract'],[],"['BS', 'MS']",[],['Big Data']
97,Monster,07/20/2017,66c97a0c-ad75-498c-a823-1b8d140507f2,reporting solutions Manager - Quality - Enterprise analytics,UNC Health Care Systems,"Chapel Hill, NC",http://job-openings.monster.com/monster/66c97a0c-ad75-498c-a823-1b8d140507f2,[],[],"['BS', 'MS']",[],[]
